id;municipio;poblacion_total;poblacion_mayores;proporcion_mayores
31239;Urdazubi/Urdax;368;97;26.36
48064;Meñaka;755;199;26.36
3061;Daya Nueva;1779;469;26.36
17036;Campdevànol;3198;843;26.36
47164;Tordehumos;383;101;26.37
1902;Lantarón;933;246;26.37
17037;Campelles;163;43;26.38
23082;Siles;2115;558;26.38
12088;Pavías;72;19;26.39
44126;Iglesuela del Cid, La;379;100;26.39
22116;Grañén;1724;455;26.39
22006;Aisa;322;85;26.4
37070;Calvarrasa de Arriba;591;156;26.4
38015;Garachico;4936;1303;26.4
22905;Lupiñén-Ortilla;337;89;26.41
42117;Molinos de Duero;159;42;26.42
25166;Pinell de Solsonès;193;51;26.42
44080;Codoñera, La;318;84;26.42
40233;Zarzuela del Monte;492;130;26.42
46232;Sinarcas;1109;293;26.42
44040;Berge;227;60;26.43
34108;Monzón de Campos;571;151;26.44
45195;Villarrubia de Santiago;2504;662;26.44
14008;Belalcázar;3094;818;26.44
27051;Ribadeo;9757;2580;26.44
46075;Bufali;155;41;26.45
31104;Falces;2332;617;26.46
12116;Torralba del Pinar;68;18;26.47
22131;Jasa;102;27;26.47
47224;Villarmentero de Esgueva;102;27;26.47
5072;Espinosa de los Caballeros;102;27;26.47
8257;Santa Maria de Miralles;136;36;26.47
8903;Sant Julià de Cerdanyola;238;63;26.47
45150;San Bartolomé de las Abiertas;612;162;26.47
17170;Vallfogona de Ripollès;219;58;26.48
50101;Escatrón;1163;308;26.48
48034;Ermua;15497;4104;26.48
46091;Castellonet de la Conquesta;151;40;26.49
18112;Juviles;151;40;26.49
6090;Nava de Santiago, La;906;240;26.49
31039;Artazu;117;31;26.5
46221;Salem;400;106;26.5
18119;Lecrín;2245;595;26.5
39027;Campoo de Enmedio;3729;988;26.5
3102;Pego;10396;2755;26.5
44059;Cantavieja;713;189;26.51
31031;Areso;264;70;26.52
22193;Pueyo de Santa Cruz;328;87;26.52
50217;Pradilla de Ebro;558;148;26.52
4061;Lúcar;822;218;26.52
13901;Robledo, El;1067;283;26.52
9012;Alfoz de Santa Gadea;98;26;26.53
16112;Huete;1745;463;26.53
3011;Alfàs del Pi, l';20398;5412;26.53
18032;Bubión;309;82;26.54
26068;Gimileo;113;30;26.55
25127;Lles de Cerdanya;290;77;26.55
48087;Trucios-Turtzioz;516;137;26.55
19245;Sacedón;1567;416;26.55
19252;Sayatón;64;17;26.56
22012;Albero Bajo;128;34;26.56
37369;Villaseco de los Gamitos;128;34;26.56
46218;Ròtova;1287;342;26.57
20055;Arrasate/Mondragón;21480;5708;26.57
22189;Puértolas;222;59;26.58
27035;Negueira de Muñiz;237;63;26.58
19291;Trillo;1373;365;26.58
5047;Candeleda;4974;1322;26.58
10073;Escurial;865;230;26.59
24094;Mansilla de las Mulas;1640;436;26.59
33040;Nava;5168;1374;26.59
44012;Alcalá de la Selva;376;100;26.6
47123;Pozal de Gallinas;530;141;26.6
10189;Torrejoncillo;2805;746;26.6
19065;Cantalojas;124;33;26.61
25044;Bassella;218;58;26.61
10004;Acehúche;793;211;26.61
39080;San Vicente de la Barquera;3972;1057;26.61
19060;Campillo de Ranas;154;41;26.62
25167;Pinós;278;74;26.62
30031;Ojós;541;144;26.62
36043;Ponte Caldelas;5480;1459;26.62
18056;Cúllar;3920;1044;26.63
10201;Valdemorales;214;57;26.64
47205;Villafrechós;458;122;26.64
16042;Campillo de Altobuey;1280;341;26.64
18015;Alicún de Ortega;454;121;26.65
14071;Villanueva del Rey;998;266;26.65
39082;Selaya;1831;488;26.65
34120;Palencia;74762;19933;26.66
42062;Cigudosa;15;4;26.67
50221;Purujosa;30;8;26.67
10068;Cuacos de Yuste;825;220;26.67
10107;Jerte;1230;328;26.67
17128;Pau;551;147;26.68
10044;Cañamero;1608;429;26.68
17133;Planes d'Hostoles, Les;1743;465;26.68
43165;Vilabella;723;193;26.69
17140;Port de la Selva, El;1034;276;26.69
23040;Lahiguera;1585;423;26.69
34159;San Cebrián de Campos;412;110;26.7
23048;Iznatoraf;895;239;26.7
44191;Puebla de Híjar, La;910;243;26.7
44220;Torralba de los Sisones;146;39;26.71
40070;Duruelo;161;43;26.71
31058;Auritz/Burguete;232;62;26.72
10113;Madroñera;2343;626;26.72
28112;Pinilla del Valle;202;54;26.73
16219;Uña;86;23;26.74
45039;Carriches;273;73;26.74
50024;Almonacid de la Sierra;774;207;26.74
13010;Alhambra;961;257;26.74
25905;Ribera d'Ondara;456;122;26.75
12081;Navajas;845;226;26.75
3041;Benissa;12099;3237;26.75
17217;Viladamat;482;129;26.76
37185;Castellanos de Villiquera;680;182;26.76
37255;Pizarral;56;15;26.79
21020;Cañaveral de León;377;101;26.79
10133;Navas del Madroño;1243;333;26.79
9330;Salas de los Infantes;1967;527;26.79
14035;Hinojosa del Duque;6507;1743;26.79
15046;Melide;7496;2008;26.79
1036;Laudio/Llodio;17750;4756;26.79
19204;Orea;194;52;26.8
16204;Tébar;306;82;26.8
39081;Saro;515;138;26.8
49219;Toro;8216;2202;26.8
46033;Almiserà;276;74;26.81
50159;Maluenda;895;240;26.82
5267;Zapardiel de la Ribera;82;22;26.83
8280;Tavertet;123;33;26.83
21015;Cabezas Rubias;697;187;26.83
5021;Barco de Ávila, El;2259;606;26.83
47197;Villabrágima;1032;277;26.84
25014;Alfés;283;76;26.86
6068;Hinojosa del Valle;484;130;26.86
25029;Arbeca;2096;563;26.86
49270;Villavendimio;160;43;26.88
16170;Priego;889;239;26.88
40046;Castillejo de Mesleón;119;32;26.89
22167;Osso de Cinca;636;171;26.89
4015;Alsodux;145;39;26.9
9057;Bugedo;197;53;26.9
6150;Villagarcía de la Torre;881;237;26.9
25047;Bellcaire d'Urgell;1219;328;26.91
30034;Ricote;1245;335;26.91
10112;Madrigalejo;1698;457;26.91
27019;Foz;10123;2724;26.91
16030;Bascuñana de San Pedro;26;7;26.92
9007;Aguilar de Bureba;52;14;26.92
12137;Villores;52;14;26.92
26152;Torrecilla sobre Alesanco;52;14;26.92
43017;Argentera, L';130;35;26.92
14011;Blázquez, Los;639;172;26.92
15041;Laracha, A;11482;3091;26.92
39058;Rasines;969;261;26.93
25113;Ivars d'Urgell;1589;428;26.94
25221;Tírvia;141;38;26.95
13030;Caracuel de Calatrava;141;38;26.95
45193;Villanueva de Bogas;694;187;26.95
21902;Zarza-Perrunal, La;1206;325;26.95
32054;Ourense;102881;27729;26.95
31260;Valle de Yerri/Deierri;1558;420;26.96
6066;Higuera de Vargas;1865;503;26.97
31184;Oco;63;17;26.98
23037;Génave;556;150;26.98
49222;Torres del Carrizal;415;112;26.99
43152;Torre de l'Espanyol, La;615;166;26.99
37024;Aldeavieja de Tormes;100;27;27
50111;Fréscano;200;54;27
17060;Darnius;537;145;27
29064;Jubrique;563;152;27
25134;Menàrguens;763;206;27
25129;Llobera;211;57;27.01
18161;Polícar;274;74;27.01
18170;Rubite;411;111;27.01
50253;Terrer;548;148;27.01
39075;Santander;170296;45995;27.01
17039;Camprodon;2461;665;27.02
19243;Rueda de la Sierra;37;10;27.03
19268;Tierzo;37;10;27.03
9199;Mambrilla de Castrejón;111;30;27.03
25068;Castellnou de Seana;703;190;27.03
13011;Almadén;4920;1330;27.03
48057;Lekeitio;7010;1895;27.03
6097;Orellana la Vieja;2563;693;27.04
18039;Caniles;3901;1055;27.04
15012;Boqueixón;4123;1115;27.04
27066;Viveiro;15017;4060;27.04
25017;Alins;281;76;27.05
41035;Coripe;1205;326;27.05
39036;Liendo;1238;335;27.06
31145;Lazagurría;181;49;27.07
40162;Prádena;484;131;27.07
8132;Montmajor;480;130;27.08
15023;Cee;7572;2051;27.09
28071;Horcajuelo de la Sierra;107;29;27.1
47006;Aldea de San Miguel;214;58;27.1
48914;Arratzu;424;115;27.12
43065;Garcia;542;147;27.12
31224;Sesma;1217;330;27.12
23904;Santiago-Pontones;2706;734;27.12
10166;Santa Cruz de la Sierra;317;86;27.13
19327;Yebra;494;134;27.13
18010;Aldeire;586;159;27.13
50150;Lumpiaque;855;232;27.13
12007;Alfondeguilla;870;236;27.13
5217;San Miguel de Corneja;70;19;27.14
12003;Albocàsser;1297;352;27.14
22214;Secastilla;151;41;27.15
47226;Villavaquerín;151;41;27.15
26165;Viguera;372;101;27.15
31002;Abárzuza/Abartzuza;512;139;27.15
26007;Alcanadre;663;180;27.15
39066;Ruente;1042;283;27.16
31069;Cáseda;964;262;27.18
28037;Cenicientos;2079;565;27.18
46236;Sumacàrcer;1063;289;27.19
6116;Salvaleón;1659;451;27.19
18912;Cuevas del Campo;1802;490;27.19
4084;Sierro;375;102;27.2
25101;Granadella, La;750;204;27.2
19074;Caspueñas;136;37;27.21
9281;Quintana del Pidio;147;40;27.21
46073;Bolbaite;1323;360;27.21
26166;Villalba de Rioja;169;46;27.22
13016;Almuradiel;742;202;27.22
48906;Forua;911;248;27.22
14074;Viso, El;2480;675;27.22
45125;Oropesa;2568;699;27.22
34053;Castromocho;202;55;27.23
40022;Armuña;235;64;27.23
22103;Estadilla;830;226;27.23
14009;Belmez;2812;766;27.24
34123;Paredes de Nava;1890;515;27.25
18177;Sorvilán;521;142;27.26
42162;San Esteban de Gormaz;2905;792;27.26
36037;Pazos de Borbén;2960;807;27.26
42016;Aliud;22;6;27.27
16140;Olmeda de la Cuesta;22;6;27.27
40068;Domingo García;33;9;27.27
22122;Hoz de Jaca;77;21;27.27
3032;Benifallim;110;30;27.27
25092;Floresta, La;154;42;27.27
39089;Tudanca;154;42;27.27
4094;Turrillas;275;75;27.27
17126;Parlavà;407;111;27.27
39032;Hermandad de Campoo de Suso;1569;428;27.28
10018;Aliseda;1697;463;27.28
34056;Cervera de Pisuerga;2243;612;27.28
18124;Lújar;480;131;27.29
21039;Hinojales;326;89;27.3
6059;Granja de Torrehermosa;1927;526;27.3
24157;Santa María del Páramo;3029;827;27.3
20051;Legazpi;8210;2241;27.3
25069;Castelló de Farfanya;527;144;27.32
33045;Parres;5186;1417;27.32
38028;Puerto de la Cruz;30953;8455;27.32
17134;Planoles;311;85;27.33
18108;Jérez del Marquesado;977;267;27.33
30001;Abanilla;6181;1689;27.33
42158;Rioseco de Soria;128;35;27.34
36028;Meis;4664;1275;27.34
25218;Tarrés;117;32;27.35
15057;Noia;13932;3810;27.35
6021;Bodonal de la Sierra;994;272;27.36
46104;Quatretonda;2192;600;27.37
21079;Zufre;745;204;27.38
36032;Moraña;4109;1125;27.38
29091;Torrox;20656;5656;27.38
39087;Torrelavega;50569;13845;27.38
37352;Villagonzalo de Tormes;230;63;27.39
40004;Aguilafuente;555;152;27.39
31171;Miranda de Arga;909;249;27.39
15004;Ares;6067;1662;27.39
4012;Alicún;219;60;27.4
46097;Cofrentes;1113;305;27.4
40057;Coca;1730;474;27.4
4018;Armuña de Almanzora;332;91;27.41
12018;Azuébar;332;91;27.41
25242;Verdú;883;242;27.41
15072;Rianxo;10742;2944;27.41
5067;Chamartín;62;17;27.42
46155;Llaurí;1196;328;27.42
10140;Peraleda de la Mata;1393;382;27.42
48021;Busturia;1637;449;27.43
19212;Pastrana;922;253;27.44
19227;Prados Redondos;51;14;27.45
12006;Alcudia de Veo;204;56;27.45
20068;Leintz-Gatzaga;193;53;27.46
4086;Sorbas;2480;681;27.46
13045;Granátula de Calatrava;695;191;27.48
42001;Abejar;371;102;27.49
47122;Portillo;2350;646;27.49
5093;Herradón de Pinares;509;140;27.5
44076;Cella;2600;715;27.5
43906;Ampolla, L';3585;986;27.5
47074;Hornillos de Eresma;189;52;27.51
46039;Anna;2581;710;27.51
19196;Muduex;109;30;27.52
6045;Entrín Bajo;556;153;27.52
39053;Polaciones;207;57;27.54
2054;Navas de Jorquera;512;141;27.54
39078;Santiurde de Toranzo;1721;474;27.54
31111;Gallués/Galoze;98;27;27.55
23016;Benatae;432;119;27.55
49109;Manganeses de la Polvorosa;628;173;27.55
45141;Quero;1049;289;27.55
26063;Fonzaleche;127;35;27.56
12134;Vilar de Canes;156;43;27.56
22124;Huerto;225;62;27.56
49039;Casaseca de las Chanas;381;105;27.56
28120;Rascafría;1727;476;27.56
24061;Cuadros;2083;574;27.56
37200;Montejo;214;59;27.57
31154;Lezaun;243;67;27.57
33004;Avilés;74493;20539;27.57
4091;Terque;395;109;27.59
46206;Quesa;656;181;27.59
15032;Curtis;4085;1127;27.59
16119;Leganiel;221;61;27.6
50124;Herrera de los Navarros;500;138;27.6
37374;Villoria;1261;348;27.6
22173;Peñas de Riglos, Las;268;74;27.61
6089;Morera, La;699;193;27.61
29048;Cuevas del Becerro;1579;436;27.61
44149;Mirambel;105;29;27.62
12061;Forcall;467;129;27.62
31144;Larraun;905;250;27.62
46066;Benirredrà;1557;430;27.62
42110;Matalebreras;76;21;27.63
4073;Paterna del Río;380;105;27.63
31053;Berbinzana;666;184;27.63
46040;Antella;1111;307;27.63
26124;Ribafrecha;1031;285;27.64
2056;Ontur;1910;528;27.64
8268;Cercs;1190;329;27.65
43117;Prat de Comte;188;52;27.66
1016;Bernedo;535;148;27.66
16064;Casas de Haro;835;231;27.66
39015;Camaleño;958;265;27.66
40208;Turégano;1001;277;27.67
23090;Torres;1341;371;27.67
48073;Ondarroa;8086;2238;27.68
25222;Tiurana;65;18;27.69
18049;Cogollos de Guadix;650;180;27.69
36058;Vilaboa;5873;1626;27.69
25901;Vall de Cardós;379;105;27.7
25176;Preixana;397;110;27.71
31126;Imotz;415;115;27.71
31173;Monteagudo;1097;304;27.71
33036;Llanes;13437;3723;27.71
49275;Zamora;58960;16339;27.71
19233;Renera;101;28;27.72
25061;Cabó;101;28;27.72
10031;Botija;184;51;27.72
23057;Lupión;801;222;27.72
25154;Omells de na Gaia, Els;119;33;27.73
48070;Aulesti;649;180;27.73
26079;Huércanos;858;238;27.74
46119;Énova, l';912;253;27.74
50081;Cetina;555;154;27.75
22251;Villanueva de Sigena;335;93;27.76
50169;Miedes de Aragón;425;118;27.76
22903;San Miguel del Cinca;789;219;27.76
21023;Cerro de Andévalo, El;2254;626;27.77
5088;Grandes y San Martín;36;10;27.78
47068;Fuente-Olmedo;36;10;27.78
31197;Orísoain;72;20;27.78
34240;Villerías de Campos;72;20;27.78
31214;Salinas de Oro/Jaitz;108;30;27.78
25085;Estaràs;162;45;27.78
19099;Corduente;306;85;27.78
13070;Puerto Lápice;878;244;27.79
47186;Valladolid;295639;82149;27.79
9151;Gumiel de Izán;590;164;27.8
16149;Palomera;187;52;27.81
10016;Aldehuela de Jerte;356;99;27.81
47046;Castroponce;133;37;27.82
21051;Nava, La;266;74;27.82
44198;Royuela;230;64;27.83
40223;Vegas de Matute;327;91;27.83
6065;Higuera de Llerena;345;96;27.83
9128;Frandovínez;97;27;27.84
25157;Ossó de Sió;194;54;27.84
26180;Zarratón;255;71;27.84
43048;Corbera d'Ebre;1013;282;27.84
15089;Vedra;5003;1393;27.84
40080;Fresno de la Fuente;79;22;27.85
22215;Seira;158;44;27.85
2060;Peñas de San Pedro;1454;405;27.85
40124;Mata de Cuéllar;262;73;27.86
18002;Alamedilla;560;156;27.86
47211;Villalba de la Loma;61;17;27.87
12056;Chóvar;305;85;27.87
10076;Galisteo;861;240;27.87
27057;Sarria;13142;3663;27.87
10097;Higuera de Albalat;104;29;27.88
44147;Mazaleón;484;135;27.89
8049;Casserres;1628;454;27.89
16213;Torrubia del Castillo;43;12;27.91
43146;Senan;43;12;27.91
44163;Noguera de Albarracín;129;36;27.91
45032;Camarenilla;627;175;27.91
6024;Cabeza la Vaca;1265;353;27.91
14026;Espiel;2361;659;27.91
1049;Añana;154;43;27.92
44100;Estercuel;197;55;27.92
43082;Masroig, El;462;129;27.92
6049;Feria;1046;292;27.92
38007;Barlovento;1970;550;27.92
44044;Bordón;111;31;27.93
47190;Velilla;111;31;27.93
43008;Alfara de Carles;358;100;27.93
22909;Vencillón;401;112;27.93
44001;Ababuj;68;19;27.94
9017;Anguix;161;45;27.95
18187;Villanueva de las Torres;533;149;27.95
31152;Lerín;1782;498;27.95
37376;Vitigudino;2336;653;27.95
44093;Cuevas de Almudén;118;33;27.97
47232;Zarza, La;118;33;27.97
44137;Linares de Mora;236;66;27.97
45036;Carmena;851;238;27.97
15028;Corcubión;1641;459;27.97
10109;Logrosán;1913;535;27.97
39001;Alfoz de Lloredo;2460;688;27.97
33024;Gijón;265444;74252;27.97
47181;Valdenebro de los Valles;193;54;27.98
13042;Fuencaliente;1008;282;27.98
14003;Alcaracejos;1483;415;27.98
18120;Lentegí;343;96;27.99
40059;Collado Hermoso;125;35;28
43174;Vilella Baixa, La;200;56;28
16117;Landete;1243;348;28
36036;Oia;3079;862;28
25907;Torrefeta i Florejacs;607;170;28.01
9093;Cayuela;182;51;28.02
44179;Peñarroya de Tastavins;439;123;28.02
22141;Lascellas-Ponzano;132;37;28.03
25088;Estamariu;132;37;28.03
42129;Navaleno;735;206;28.03
29033;Canillas de Aceituno;1762;494;28.04
9048;Belorado;1787;501;28.04
43112;Poboleda;328;92;28.05
34076;Fuentes de Nava;588;165;28.06
5161;Navalperal de Pinares;777;218;28.06
34182;Torquemada;941;264;28.06
31036;Arróniz;1030;289;28.06
34080;Guardo;5609;1574;28.06
25248;Vilanova de Bellpuig;1179;331;28.07
33065;Sariego;1261;354;28.07
19037;Arbancón;146;41;28.08
10014;Aldeanueva de la Vera;1994;560;28.08
43147;Solivella;630;177;28.1
31117;Goizueta;701;197;28.1
31124;Ibargoiti;281;79;28.11
33041;Navia;8069;2268;28.11
14025;Espejo;3193;898;28.12
9388;Torrelara;32;9;28.13
17014;Vajol, La;96;27;28.13
8189;Sant Pere Sallavinera;160;45;28.13
28076;Lozoya;615;173;28.13
38016;Garafía;1934;544;28.13
33031;Langreo;37677;10598;28.13
50013;Alcalá de Ebro;238;67;28.15
8024;Borredà;437;123;28.15
9904;Valle de las Navas;540;152;28.15
5014;Arenas de San Pedro;6374;1794;28.15
48044;Getxo;74850;21069;28.15
12099;Sant Jordi/San Jorge;1275;359;28.16
5054;Casavieja;1410;397;28.16
19086;Cifuentes;1676;472;28.16
28078;Madarcos;71;20;28.17
22080;Capella;355;100;28.17
2039;Higueruela;1143;322;28.17
6051;Fuenlabrada de los Montes;1711;482;28.17
3114;Romana, la;2606;734;28.17
24014;Bembibre;8093;2280;28.17
9294;Quintanilla de la Mata;110;31;28.18
3132;Torre de les Maçanes, la/Torremanzanas;724;204;28.18
48015;Basauri;39743;11200;28.18
44037;Beceite;564;159;28.19
24120;Prioro;344;97;28.2
15071;Porto do Son;9017;2543;28.2
22902;Puente la Reina de Jaca;273;77;28.21
3103;Penàguila;312;88;28.21
50199;Osera de Ebro;397;112;28.21
47139;Rueda;1131;319;28.21
45112;Navalmorales, Los;2162;610;28.21
50043;Bárboles;287;81;28.22
29045;Cómpeta;3558;1004;28.22
15070;Pontes de García Rodríguez, As;9777;2759;28.22
34237;Villaumbrales;634;179;28.23
23098;Villardompardo;914;258;28.23
29019;Arenas;1300;367;28.23
45089;Malpica de Tajo;1672;472;28.23
46115;Dos Aguas;340;96;28.24
46167;Millares;340;96;28.24
10125;Monroy;896;253;28.24
18069;Dólar;623;176;28.25
50153;Magallón;1108;313;28.25
9179;Iglesiarrubia;46;13;28.26
9021;Arauzo de Salce;46;13;28.26
8095;Granera;92;26;28.26
3033;Benifato;138;39;28.26
29022;Benadalid;230;65;28.26
45169;Torralba de Oropesa;191;54;28.27
17234;Biure;237;67;28.27
40086;Fuentepelayo;764;216;28.27
47129;Quintanilla de Onésimo;1001;283;28.27
26135;Santa Engracia del Jubera;198;56;28.28
16017;Almodóvar del Pinar;389;110;28.28
18901;Taha, La;778;220;28.28
12105;Sierra Engarcerán;1036;293;28.28
17055;Colomers;205;58;28.29
22058;Bierge;251;71;28.29
43062;Freginals;410;116;28.29
50230;Sádaba;1255;355;28.29
40219;Vallelado;696;197;28.3
10186;Torrecillas de la Tiesa;1046;296;28.3
14016;Cardeña;1431;405;28.3
35005;Artenara;1028;291;28.31
46046;Barx;1459;413;28.31
8016;Bagà;2123;601;28.31
15037;Fisterra;4667;1321;28.31
36052;Silleda;8792;2489;28.31
10057;Casas de Miravete;113;32;28.32
23042;Hinojares;346;98;28.32
48022;Karrantza Harana/Valle de Carranza;2655;752;28.32
50120;Godojos;60;17;28.33
12127;Vallibona;60;17;28.33
26009;Alesanco;473;134;28.33
33038;Morcín;2506;710;28.33
26075;Hormilla;441;125;28.34
43141;Pontils;127;36;28.35
2042;Letur;924;262;28.35
14073;Villaviciosa de Córdoba;3065;869;28.35
34227;Villanueva del Rebollar;67;19;28.36
31147;Legarda;134;38;28.36
40054;Cerezo de Arriba;134;38;28.36
50278;Velilla de Ebro;201;57;28.36
16228;Valdeolivas;215;61;28.37
5253;Vega de Santa María;74;21;28.38
37079;Canillas de Abajo;74;21;28.38
17085;Jafre;384;109;28.39
12072;Llucena/Lucena del Cid;1356;385;28.39
25149;Oliana;1842;523;28.39
17167;Sant Joan de les Abadesses;3265;927;28.39
16224;Valdemeca;81;23;28.4
8253;Santa Maria de Besora;162;46;28.4
19287;Tortuera;169;48;28.4
49076;Fresno de la Ribera;338;96;28.4
25002;Àger;574;163;28.4
9243;Padilla de Arriba;88;25;28.41
25186;Riner;264;75;28.41
12096;Rossell;887;252;28.41
18117;Lanteira;549;156;28.42
33030;Illas;1059;301;28.42
28118;Puebla de la Sierra;102;29;28.43
12043;Caudiel;707;201;28.43
23029;Chiclana de Segura;890;253;28.43
31024;Arano;109;31;28.44
31220;Santacara;858;244;28.44
46080;Camporrobles;1178;335;28.44
32085;Verín;13382;3806;28.44
31080;Dicastillo;566;161;28.45
45030;Calzada de Oropesa;499;142;28.46
31011;Allín/Allin;903;257;28.46
27025;Xove;3285;935;28.46
4098;Vélez-Blanco;1925;548;28.47
31132;Izagaondoa;158;45;28.48
33022;Degaña;797;227;28.48
33016;Castrillón;21761;6197;28.48
24089;León;120951;34445;28.48
19111;Escariche;186;53;28.49
16245;Villalba de la Sierra;537;153;28.49
18078;Freila;905;258;28.51
2055;Nerpio;1171;334;28.52
10175;Serradilla;1490;425;28.52
18025;Beas de Guadix;312;89;28.53
37170;Ledesma;1528;436;28.53
48066;Morga;410;117;28.54
16236;Valverde de Júcar;1079;308;28.54
49166;Puebla de Sanabria;1363;389;28.54
14029;Fuente Obejuna;4359;1244;28.54
39091;Valdáliga;2154;615;28.55
6019;Berlanga;2207;630;28.55
48068;Mundaka;1824;521;28.56
44250;Veguillas de la Sierra;21;6;28.57
9143;Galbarros;28;8;28.57
16079;Cueva del Hierro;28;8;28.57
19264;Taravilla;42;12;28.57
44199;Rubiales;42;12;28.57
26039;Canillas de Río Tuerto;49;14;28.57
50012;Alborge;105;30;28.57
44173;Olmos, Los;119;34;28.57
8225;Sant Martí d'Albars;119;34;28.57
34063;Cordovilla la Real;133;38;28.57
1034;Leza;217;62;28.57
18176;Soportújar;287;82;28.57
47194;Viloria;350;100;28.57
23077;Santiago de Calatrava;672;192;28.57
24027;Cabañas Raras;1312;375;28.58
16048;Cañamares;451;129;28.6
8151;Oristà;577;165;28.6
13090;Villamanrique;1084;310;28.6
24023;Brazuelo;332;95;28.61
39097;Vega de Pas;734;210;28.61
4083;Serón;2097;600;28.61
31261;Yesa;290;83;28.62
43069;Gratallops;234;67;28.63
43063;Galera, La;709;203;28.63
33014;Carreño;10079;2886;28.63
42006;Alconaba;199;57;28.64
17227;Vilamaniscle;199;57;28.64
4002;Abrucena;1264;362;28.64
22064;Blecua y Torres;185;53;28.65
49053;Coreses;1026;294;28.65
4036;Chercos;307;88;28.66
50014;Alcalá de Moncayo;150;43;28.67
20026;Zerain;279;80;28.67
5109;Langa;450;129;28.67
43106;Pinell de Brai, El;1008;289;28.67
50034;Ariza;1057;303;28.67
34178;Tabanera de Cerrato;136;39;28.68
26001;Ábalos;258;74;28.68
22001;Abiego;258;74;28.68
33032;Laviana;12261;3518;28.69
37274;Salamanca;142412;40860;28.69
28020;Berzosa del Lozoya;216;62;28.7
31137;Beintza-Labaien;216;62;28.7
43176;Vimbodí i Poblet;899;258;28.7
46103;Quartell;1678;482;28.72
39070;San Miguel de Aguayo;174;50;28.74
16218;Uclés;247;71;28.74
47157;Sardón de Duero;602;173;28.74
15066;Pino, O;4503;1294;28.74
17091;Llanars;532;153;28.76
47005;Alcazarén;643;185;28.77
18114;Calahorra, La;674;194;28.78
49129;Morales de Toro;938;270;28.78
42128;Narros;66;19;28.79
2043;Lezuza;1292;372;28.79
25094;Foradada;184;53;28.8
5022;Barraco, El;1979;570;28.8
33051;Pravia;7774;2239;28.8
24149;San Millán de los Caballeros;177;51;28.81
9905;Valle de Sedano;420;121;28.81
47084;Mayorga;1416;408;28.81
42025;Arcos de Jalón;1510;435;28.81
32032;Xinzo de Limia;9430;2717;28.81
16003;Alarcón;170;49;28.82
50162;Mara;163;47;28.83
31180;Muruzábal;267;77;28.84
8047;Cardona;4511;1301;28.84
43143;Savallà del Comtat;52;15;28.85
9114;Cubillo del Campo;104;30;28.85
16092;Gabaldón;156;45;28.85
26111;Ollauri;312;90;28.85
50200;Paniza;589;170;28.86
22233;Torre la Ribera;97;28;28.87
50004;Aguarón;575;166;28.87
37319;Tejado, El;90;26;28.89
6001;Acedera;810;234;28.89
25006;Albagés, L';353;102;28.9
29016;Árchez;391;113;28.9
44056;Caminreal;609;176;28.9
24030;Cacabelos;4726;1366;28.9
28034;Canencia;460;133;28.91
10138;Pasarón de la Vera;574;166;28.92
17145;Ribes de Freser;1819;526;28.92
44103;Formiche Alto;159;46;28.93
22252;Yebra de Basa;159;46;28.93
25150;Oliola;197;57;28.93
26157;Tricio;356;103;28.93
24202;Villablino;7801;2257;28.93
44209;Santa Eulalia;1009;292;28.94
40002;Adrada de Pirón;38;11;28.95
44077;Cerollera, La;76;22;28.95
44177;Pancrudo;114;33;28.95
40206;Torre Val de San Pedro;190;55;28.95
29004;Alfarnatejo;373;108;28.95
28128;Rozas de Puerto Real;570;165;28.95
39017;Campoo de Yuso;677;196;28.95
2072;Socovos;1689;489;28.95
6141;Valencia del Ventoso;1907;552;28.95
50228;Rueda de Jalón;321;93;28.97
28025;Brea de Tajo;542;157;28.97
29904;Serrato;452;131;28.98
14075;Zuheros;614;178;28.99
29060;Igualeja;776;225;28.99
45098;Menasalbas;2470;716;28.99
10142;Perales del Puerto;907;263;29
21065;Sanlúcar de Guadiana;424;123;29.01
43149;Tivenys;910;264;29.01
33026;Grado;9503;2757;29.01
46240;Terrateig;286;83;29.02
16061;Casas de Fernando Alonso;1144;332;29.02
37163;Hoya, La;31;9;29.03
42086;Fuentecambrón;31;9;29.03
19238;Riofrío del Llano;62;18;29.03
6078;Malpartida de la Serena;527;153;29.03
10902;Vegaviana;844;245;29.03
28153;Torremocha de Jarama;1130;328;29.03
4001;Abla;1254;364;29.03
46141;Higueruelas;520;151;29.04
3120;San Miguel de Salinas;6832;1984;29.04
15069;Pontedeume;7438;2160;29.04
50113;Fuendejalón;778;226;29.05
14037;Iznájar;3769;1095;29.05
12141;Zorita del Maestrazgo;117;34;29.06
31155;Liédena;320;93;29.06
6048;Esparragosa de Lares;874;254;29.06
6087;Monterrubio de la Serena;2216;644;29.06
10203;Valencia de Alcántara;5217;1516;29.06
47162;Tamariz de Campos;86;25;29.07
26037;Camprovín;172;50;29.07
4096;Urrácal;375;109;29.07
47166;Torrecilla de la Abadesa;251;73;29.08
12125;Vall de Almonacid;282;82;29.08
12113;Toga;110;32;29.09
6146;Valle de la Serena;1107;322;29.09
50244;Sierra de Luna;268;78;29.1
23027;Cazalilla;732;213;29.1
47101;Nava del Rey;1921;559;29.1
9418;Valles de Palenzuela;79;23;29.11
37222;Negrilla de Palencia;79;23;29.11
25226;Torrebesses;292;85;29.11
24130;Riaño;474;138;29.11
22226;Tardienta;931;271;29.11
