id;municipio;poblacion_total;poblacion_mayores;proporcion_mayores
13096;Villarrubia de los Ojos;9637;1954;20.28
41065;Morón de la Frontera;26897;5455;20.28
45165;Talavera de la Reina;83226;16877;20.28
29043;Colmenar;3465;703;20.29
46109;Cheste;8812;1788;20.29
45163;Sonseca;11069;2246;20.29
36021;Gondomar;14911;3025;20.29
50203;Pastriz;1315;267;20.3
8168;Pontons;522;106;20.31
46093;Catadau;2910;591;20.31
20017;Azkoitia;11533;2344;20.32
18076;Fonelas;979;199;20.33
28114;Piñuécar-Gandullas;177;36;20.34
25233;Torre-serona;408;83;20.34
22069;Broto;595;121;20.34
43086;Montblanc;7390;1503;20.34
14060;Santaella;4633;943;20.35
18066;Deifontes;2589;527;20.36
46257;Castelló;6831;1391;20.36
20060;Orexa;108;22;20.37
16133;Mota del Cuervo;6004;1223;20.37
6070;Jerez de los Caballeros;9027;1839;20.37
14027;Fernán-Núñez;9484;1932;20.37
43096;Morera de Montsant, La;157;32;20.38
23008;Arquillos;1673;341;20.38
44238;Utrillas;3067;625;20.38
17061;Das;255;52;20.39
3002;Agost;5027;1025;20.39
8105;Llagosta, La;12940;2639;20.39
41091;Sevilla;681998;139070;20.39
4010;Alhabia;706;144;20.4
18148;Otívar;1039;212;20.4
46123;Favara;2632;537;20.4
50095;Ejea de los Caballeros;16904;3449;20.4
23031;Escañuela;931;190;20.41
28087;Molinos, Los;4762;972;20.41
3055;Catral;9170;1872;20.41
29017;Archidona;7968;1627;20.42
19272;Tordesilos;93;19;20.43
39038;Limpias;1968;402;20.43
18188;Villanueva Mesía;1987;406;20.43
25209;Sort;2217;453;20.43
25093;Fondarella;778;159;20.44
18143;Nigüelas;1218;249;20.44
23047;Iruela, La;1864;381;20.44
44153;Monreal del Campo;2461;503;20.44
31107;Funes;2505;512;20.44
41084;Rubio, El;3278;670;20.44
8115;Martorelles;4848;991;20.44
46116;Eliana, l';18976;3878;20.44
41054;Lora de Estepa;885;181;20.45
10019;Almaraz;1638;335;20.45
7038;Montuïri;3100;634;20.45
6121;Santa Marta;4097;838;20.45
23063;Navas de San Juan;4376;895;20.45
6052;Fuente de Cantos;4583;937;20.45
8113;Manresa;77452;15841;20.45
46138;Guadasséquies;479;98;20.46
50208;Pina de Ebro;2439;499;20.46
31007;Adiós;171;35;20.47
25048;Bell-lloc d'Urgell;2345;480;20.47
23024;Carolina, La;14661;3001;20.47
46168;Miramar;2945;603;20.48
48027;Durango;29102;5960;20.48
2009;Almansa;24036;4926;20.49
44246;Valderrobres;2493;511;20.5
26136;Santa Eulalia Bajera;117;24;20.51
8273;Subirats;3218;660;20.51
41027;Castilblanco de los Arroyos;5110;1048;20.51
8278;Taradell;6698;1374;20.51
16086;Fuente de Pedro Naharro;1233;253;20.52
39042;Medio Cudeyo;7603;1560;20.52
8285;Torelló;14730;3023;20.52
8071;Copons;336;69;20.54
29066;Macharaviaya;521;107;20.54
12021;Betxí;5585;1147;20.54
6088;Montijo;15210;3124;20.54
17216;Viladasens;219;45;20.55
41030;Castilleja del Campo;623;128;20.55
35021;Santa Brígida;18417;3785;20.55
28079;Madrid;3280782;674176;20.55
9471;Villayerno Morquillas;214;44;20.56
31263;Zubieta;287;59;20.56
48092;Bedia;1109;228;20.56
46150;Llutxent;2296;472;20.56
38053;Villa de Mazo;4878;1003;20.56
46081;Canals;13155;2705;20.56
25033;Artesa de Lleida;1507;310;20.57
6074;Llerena;5616;1155;20.57
46006;Albaida;6018;1238;20.57
14021;Córdoba;319515;65731;20.57
6082;Mengabril;486;100;20.58
36046;Ribadumia;5176;1065;20.58
9378;Tejada;34;7;20.59
37314;Tabera de Abajo;102;21;20.59
1046;Erriberagoitia/Ribera Alta;816;168;20.59
44216;Teruel;35946;7400;20.59
14050;Pedro Abad;2786;574;20.6
3096;Onil;7753;1597;20.6
17135;Pont de Molins;553;114;20.61
21001;Alájar;776;160;20.62
35001;Agaete;5562;1147;20.62
37238;Pedrosillo el Ralo;126;26;20.63
40053;Cerezo de Abajo;126;26;20.63
18072;Escúzar;829;171;20.63
43002;Albinyana;2627;542;20.63
12124;Vall d'Alba;3034;626;20.63
3105;Pinós, el/Pinoso;8208;1693;20.63
13039;Daimiel;17460;3602;20.63
46151;Llocnou d'En Fenollet;911;188;20.64
42165;San Pedro Manrique;615;127;20.65
14902;Guijarrosa, La;1332;275;20.65
26071;Haro;11611;2399;20.66
31228;Tiebas-Muruarte de Reta;653;135;20.67
28011;Ambite;687;142;20.67
17001;Agullana;919;190;20.67
2024;Casas-Ibáñez;4523;935;20.67
48043;Gorliz;5989;1238;20.67
25212;Sunyer;324;67;20.68
12053;Chilches/Xilxes;2945;609;20.68
17221;Vilafant;5585;1155;20.68
43093;Móra d'Ebre;5615;1161;20.68
48045;Güeñes;6663;1378;20.68
9360;San Vicente del Valle;29;6;20.69
19020;Almadrones;58;12;20.69
48077;Plentzia;4311;892;20.69
18133;Molvízar;2783;576;20.7
11038;Ubrique;16138;3341;20.7
23005;Andújar;35239;7295;20.7
8102;Igualada;40548;8393;20.7
29047;Cuevas Bajas;1328;275;20.71
16903;Valeras, Las;1569;325;20.71
8169;Prat de Llobregat, El;64263;13309;20.71
26163;Ventosa;193;40;20.73
17016;Bàscara;1042;216;20.73
3036;Benillup;106;22;20.75
46089;Casinos;3065;636;20.75
31028;Arce/Artzi;289;60;20.76
17226;Vilamalla;1180;245;20.76
6903;Guadiana;2423;503;20.76
46223;Sedaví;10493;2178;20.76
46005;Alaquàs;29409;6106;20.76
46053;Beneixida;650;135;20.77
7009;Búger;1146;238;20.77
21077;Villarrasa;2162;449;20.77
3063;Dénia;45352;9418;20.77
20005;Alegia;1752;364;20.78
45197;Villasequilla;2579;536;20.78
44050;Calamocha;4446;924;20.78
28133;San Martín de Valdeiglesias;8793;1827;20.78
8118;Masnou, El;23938;4974;20.78
40113;Losa, La;534;111;20.79
12012;Altura;3704;770;20.79
31042;Azagra;3683;766;20.8
46127;Font d'en Carròs, la;3875;806;20.8
8135;Montmeló;8664;1802;20.8
43066;Garidells, Els;197;41;20.81
47071;Geria;495;103;20.81
44210;Sarrión;1187;247;20.81
46002;Ador;1701;354;20.81
31142;Larraga;2062;429;20.81
46212;Real;2393;498;20.81
45134;Portillo de Toledo;2282;475;20.82
19323;Villaseca de Uceda;48;10;20.83
17194;Susqueda;96;20;20.83
43170;Vila-rodona;1354;282;20.83
6043;Don Álvaro;811;169;20.84
45046;Cebolla;3143;655;20.84
6149;Villafranca de los Barros;12098;2521;20.84
8307;Vilanova i la Geltrú;68066;14183;20.84
3026;Beniarbeig;2387;498;20.86
18184;Vélez de Benaudalla;2986;623;20.86
18138;Moraleda de Zafayona;3097;646;20.86
14036;Hornachuelos;4353;908;20.86
17099;Meranges;115;24;20.87
23056;Lopera;3554;742;20.88
2074;Tobarra;7729;1614;20.88
11003;Algar;1436;300;20.89
17161;Sant Feliu de Pallerols;1580;330;20.89
29058;Guaro;2317;484;20.89
4006;Albox;12176;2543;20.89
23087;Torredonjimeno;13142;2745;20.89
43037;Calafell;30326;6334;20.89
8057;Castell de l'Areny;67;14;20.9
12075;Mata de Morella, la;177;37;20.9
47182;Valdestillas;1584;331;20.9
1063;Zuia;2330;487;20.9
42028;Ausejo de la Sierra;110;23;20.91
50028;Anento;110;23;20.91
20044;Ikaztegieta;483;101;20.91
45028;Calera y Chozas;4720;987;20.91
22207;San Juan de Plan;153;32;20.92
25239;Valls de Valira, Les;779;163;20.92
11034;Setenil de las Bodegas;2615;547;20.92
40196;Sequera de Fresno;43;9;20.93
31048;Barillas;258;54;20.93
46058;Benifairó de les Valls;2293;480;20.93
17071;Fontcoberta;1433;300;20.94
45040;Casar de Escalona, El;2025;424;20.94
9056;Briviesca;6307;1321;20.94
20081;Zumaia;10118;2119;20.94
28181;Villaviciosa de Odón;28083;5881;20.94
8185;Rubió;253;53;20.95
17132;Peralada;2019;423;20.95
6039;Coronada, La;2143;449;20.95
21040;Hinojos;4100;859;20.95
31085;Etxauri;644;135;20.96
1028;Labastida/Bastida;1560;327;20.96
3071;Gata de Gorgos;6528;1368;20.96
24142;San Andrés del Rabanedo;29491;6182;20.96
6134;Trasierra;601;126;20.97
30017;Cehegín;14627;3068;20.97
31055;Betelu;367;77;20.98
20078;Zaldibia;1720;361;20.99
39099;Villaescusa;3906;820;20.99
23074;Rus;3434;721;21
23032;Espeluy;595;125;21.01
9086;Castrillo del Val;828;174;21.01
41008;Algámitas;1247;262;21.01
7049;Sant Joan;2179;458;21.02
23046;Ibros;2740;576;21.02
41090;Saucejo, El;4196;882;21.02
20053;Lezo;5938;1248;21.02
43153;Torredembarra;17382;3654;21.02
48003;Amorebieta-Etxano;19452;4089;21.02
23054;Larva;447;94;21.03
43132;Rodonyà;523;110;21.03
50143;Longares;851;179;21.03
18159;Píñar;1108;233;21.03
31191;Olite/Erriberri;3966;834;21.03
23066;Peal de Becerro;5287;1112;21.03
8214;Vilassar de Dalt;9131;1920;21.03
16190;San Clemente;6691;1408;21.04
36041;Poio;17214;3621;21.04
50050;Bijuesca;95;20;21.05
45140;Pulgar;1525;321;21.05
38027;Paso, El;7909;1666;21.06
25231;Torrelameu;764;161;21.07
45101;Miguel Esteban;4713;993;21.07
17154;Sales de Llierca;166;35;21.08
31010;Altsasu/Alsasua;7525;1586;21.08
2901;Pozo Cañada;2684;566;21.09
31157;Lodosa;4828;1018;21.09
18908;Villamena;981;207;21.1
41074;Peñaflor;3597;759;21.1
12126;Vall d'Uixó, la;31222;6589;21.1
39062;Ribamontán al Monte;2473;522;21.11
7012;Campanet;2781;587;21.11
22096;Chimillas;393;83;21.12
48907;Kortezubi;445;94;21.12
48002;Abanto y Ciérvana-Abanto Zierbena;9290;1962;21.12
12138;Vinaròs;29028;6132;21.12
44115;Galve;142;30;21.13
43142;Sarral;1590;336;21.13
46122;Faura;3573;755;21.13
22162;Novales;175;37;21.14
8032;Caldes d'Estrac;3193;675;21.14
27902;Burela;9365;1980;21.14
19228;Puebla de Beleña;52;11;21.15
3004;Aigües;1130;239;21.15
10177;Sierra de Fuentes;2019;427;21.15
43094;Móra la Nova;3220;681;21.15
18173;Salobreña;12429;2629;21.15
26005;Albelda de Iregua;3682;779;21.16
9338;San Mamés de Burgos;326;69;21.17
46160;Manuel;2475;524;21.17
3021;Banyeres de Mariola;7183;1521;21.17
43155;Tortosa;34093;7216;21.17
13904;Llanos del Caudillo;694;147;21.18
40152;Otero de Herreros;949;201;21.18
22059;Biescas;1596;338;21.18
6155;Villar del Rey;2087;442;21.18
35013;Moya;7866;1666;21.18
15013;Brión;8069;1709;21.18
31037;Arruazu;118;25;21.19
20050;Leaburu;387;82;21.19
25051;Bellver de Cerdanya;2232;473;21.19
17162;Sant Ferriol;250;53;21.2
5121;Martiherrero;349;74;21.2
43108;Pla de Santa Maria, El;2373;503;21.2
8266;Cerdanyola del Vallès;57291;12143;21.2
37343;Vallejera de Riofrío;66;14;21.21
12024;Benafer;165;35;21.21
46217;Rotglà i Corberà;1160;246;21.21
5002;Adrada, La;2719;577;21.22
3125;Senija;664;141;21.23
7018;Deià;683;145;21.23
10148;Plasencia;39072;8295;21.23
43168;Vilanova de Prades;113;24;21.24
39030;Guriezo;2434;517;21.24
41036;Coronil, El;4637;985;21.24
35010;Haría;5479;1164;21.24
18102;Íllora;9874;2097;21.24
37060;Buenavista;367;78;21.25
46173;Montaverner;1614;343;21.25
6072;Lobón;2748;584;21.25
13053;Manzanares;17589;3738;21.25
2021;Casas de Juan Núñez;1336;284;21.26
20025;Zegama;1529;325;21.26
6080;Medellín;2215;471;21.26
14019;Castro del Río;7581;1612;21.26
10089;Guijo de Galisteo;1495;318;21.27
14018;Carpio, El;4279;910;21.27
13058;Moral de Calatrava;5069;1078;21.27
26018;Arnedo;15006;3192;21.27
17191;Serra de Daró;235;50;21.28
31089;Enériz/Eneritz;296;63;21.28
45137;Pueblanueva, La;2152;458;21.28
8031;Calaf;3525;750;21.28
18147;Órgiva;5743;1222;21.28
37209;Mozárbez;512;109;21.29
20022;Berastegi;1085;231;21.29
17003;Albanyà;169;36;21.3
35007;Betancuria;803;171;21.3
2026;Cenizate;1155;246;21.3
18051;Colomera;1291;275;21.3
41073;Pedroso, El;2042;435;21.3
8281;Teià;6635;1413;21.3
21027;Cumbres de Enmedio;61;13;21.31
20037;Gaintza;122;26;21.31
10058;Casatejada;1342;286;21.31
46157;Llosa de Ranes, la;3632;774;21.31
8246;Santa Eugènia de Berga;2270;484;21.32
7041;Petra;3110;663;21.32
46235;Sueca;27712;5907;21.32
40024;Ayllón;1111;237;21.33
7035;Maria de la Salut;2316;494;21.33
23007;Arjonilla;3506;748;21.33
10116;Malpartida de Plasencia;4552;971;21.33
18040;Cáñar;403;86;21.34
44201;Rubielos de Mora;628;134;21.34
17056;Cornellà del Terri;2390;510;21.34
5243;Tolbaños;89;19;21.35
43156;Ulldecona;6441;1375;21.35
43135;Salomó;543;116;21.36
31167;Mendigorria;1180;252;21.36
20020;Beizama;131;28;21.37
11019;Grazalema;1993;426;21.37
41099;Villanueva del Río y Minas;4905;1048;21.37
46238;Tavernes de la Valldigna;17276;3692;21.37
30026;Mazarrón;34062;7280;21.37
16279;Zarza de Tajo;276;59;21.38
17097;Madremanya;290;62;21.38
17218;Vilademuls;828;177;21.38
48097;Zaratamo;1590;340;21.38
38044;Tanque, El;2792;597;21.38
47112;Pedrajas de San Esteban;3339;714;21.38
47075;Íscar;6259;1338;21.38
46135;Godella;13187;2819;21.38
46113;Daimús;3352;717;21.39
23006;Arjona;5292;1132;21.39
14058;Rute;9636;2061;21.39
6060;Guareña;6625;1418;21.4
21048;Marines, Los;411;88;21.41
6099;Parra, La;1275;273;21.41
21072;Valverde del Camino;12652;2710;21.42
22048;Barbastro;17222;3689;21.42
44159;Moscardón;56;12;21.43
26033;Briñas;182;39;21.43
25175;Prats i Sansor;252;54;21.43
46098;Corbera;3085;661;21.43
17034;Calonge i Sant Antoni;11871;2544;21.43
50067;Calatayud;19537;4186;21.43
8019;Barcelona;1636193;350588;21.43
12109;Tales;849;182;21.44
28158;Valdemanco;1073;230;21.44
48913;Zierbena;1483;318;21.44
21008;Aroche;3018;647;21.44
31014;Ancín/Antzin;345;74;21.45
48054;Leioa;31932;6848;21.45
17151;Riumors;233;50;21.46
12104;Segorbe;9417;2021;21.46
8070;Collsuspina;382;82;21.47
46220;Sagunt/Sagunto;69727;14971;21.47
17171;Sant Llorenç de la Muga;270;58;21.48
1044;Peñacerrada-Urizaharra;298;64;21.48
3052;Cañada;1201;258;21.48
50160;Mallén;2994;643;21.48
6162;Zarza, La;3333;716;21.48
17160;Sant Feliu de Guíxols;22293;4788;21.48
37251;Peromingo;121;26;21.49
5240;Sotillo de la Adrada;4769;1025;21.49
25140;Montferrer i Castellbò;1093;235;21.5
46016;Alcàntera de Xúquer;1414;304;21.5
41002;Alanís;1665;358;21.5
48086;Sopuerta;2698;580;21.5
20040;Hernani;20183;4340;21.5
5242;Tiñosillos;753;162;21.51
50181;Muel;1455;313;21.51
8065;Castellví de la Marca;1660;357;21.51
8014;Aiguafreda;2548;548;21.51
50068;Calatorao;2859;615;21.51
9190;Junta de Villalba de Losa;79;17;21.52
25146;Navès;316;68;21.52
46210;Ráfol de Salem;460;99;21.52
39002;Ampuero;4434;954;21.52
23021;Carboneros;599;129;21.54
16251;Villanueva de la Jara;2329;502;21.55
48081;Lezama;2436;525;21.55
6120;Santa Amalia;3889;838;21.55
14013;Cabra;19838;4275;21.55
8275;Tavèrnoles;334;72;21.56
29028;Benaoján;1433;309;21.56
41033;Constantina;5682;1225;21.56
14012;Bujalance;7069;1524;21.56
50268;Undués de Lerda;51;11;21.57
43107;Pira;510;110;21.57
50285;Villafranca de Ebro;830;179;21.57
8232;Sant Pere de Riudebitlles;2457;530;21.57
14024;Encinas Reales;2234;482;21.58
48071;Muskiz;7267;1568;21.58
47165;Tordesillas;8632;1863;21.58
8241;Sant Sadurní d'Osormort;88;19;21.59
46003;Atzeneta d'Albaida;1158;250;21.59
28102;Orusco de Tajuña;1417;306;21.59
6108;Puebla de Sancho Pérez;2603;562;21.59
25034;Artesa de Segre;3488;753;21.59
38034;San Juan de la Rambla;4882;1054;21.59
11005;Algodonales;5451;1177;21.59
13088;Valenzuela de Calatrava;648;140;21.6
8084;Fonollosa;1546;334;21.6
45198;Villatobas;2755;595;21.6
16066;Casasimarro;3125;675;21.6
7061;Sóller;13545;2926;21.6
8219;Vilassar de Mar;20751;4483;21.6
46125;Fortaleny;1004;217;21.61
8304;Vilobí del Penedès;1129;244;21.61
5016;Arévalo;7663;1656;21.61
16040;Buenache de la Sierra;111;24;21.62
44106;Fortanete;222;48;21.62
5245;Tornadizos de Ávila;458;99;21.62
31178;Murillo el Cuende;680;147;21.62
10104;Jaraíz de la Vera;6624;1432;21.62
39016;Camargo;29881;6459;21.62
4014;Almócita;208;45;21.63
45096;Mazarambroz;1253;271;21.63
29009;Almáchar;1826;395;21.63
43044;Sénia, La;5575;1206;21.63
26102;Nájera;7988;1728;21.63
1033;Lapuebla de Labarca;864;187;21.64
45059;Dosbarrios;2223;481;21.64
46014;Albuixech;4302;931;21.64
19142;Hontoba;425;92;21.65
24188;Valencia de Don Juan;5151;1115;21.65
13028;Campo de Criptana;12807;2773;21.65
31186;Odieta;374;81;21.66
41080;Real de la Jara, El;1510;327;21.66
8011;Avià;2225;482;21.66
23012;Beas de Segura;4944;1071;21.66
46060;Benifaió;11855;2568;21.66
31156;Lizoain-Arriasgoiti/Lizoainibar-Arriasgoiti;300;65;21.67
5227;Santa María del Tiétar;526;114;21.67
45076;Hormigos;946;205;21.67
21047;Manzanilla;2169;470;21.67
46170;Moixent/Mogente;4329;938;21.67
23084;Sorihuela del Guadalimar;1033;224;21.68
31163;Marcilla;2846;617;21.68
29046;Cortes de la Frontera;3026;656;21.68
17222;Vilaür;166;36;21.69
43079;Masllorenç;567;123;21.69
17901;Cruïlles, Monells i Sant Sadurní de l'Heura;1314;285;21.69
20052;Legorreta;1457;316;21.69
17120;Palau-saverdera;1480;321;21.69
48904;Sondika;4486;973;21.69
11018;Gastor, El;1691;367;21.7
25122;Linyola;2714;589;21.7
46203;Pobla Llarga, la;4465;969;21.7
46213;Requena;20375;4422;21.7
6131;Torre de Miguel Sesmero;1225;266;21.71
8233;Sant Pere de Torelló;2547;553;21.71
43131;Roda de Berà;7711;1674;21.71
20011;Antzuola;2072;450;21.72
46245;Torres Torres;741;161;21.73
14048;Palenciana;1431;311;21.73
4076;Purchena;1542;335;21.73
23905;Arroyo del Ojanco;2209;480;21.73
2073;Tarazona de la Mancha;6075;1320;21.73
40142;Navares de Ayuso;46;10;21.74
31121;Guirguillano;69;15;21.74
31025;Arakil;984;214;21.75
6123;San Vicente de Alcántara;5233;1138;21.75
43004;Alcanar;9646;2098;21.75
40103;Huertos, Los;170;37;21.76
31264;Zugarramurdi;239;52;21.76
48006;Arantzazu;386;84;21.76
29040;Casarabonela;2514;547;21.76
29049;Cuevas de San Marcos;3612;786;21.76
14041;Montemayor;3865;841;21.76
8172;Premià de Mar;28079;6110;21.76
21016;Cala;1130;246;21.77
23044;Huelma;5495;1196;21.77
20019;Beasain;13792;3002;21.77
14055;Priego de Córdoba;21760;4738;21.77
1008;Arratzua-Ubarrundia;1033;225;21.78
47173;Traspinedo;1249;272;21.78
11024;Olvera;7851;1710;21.78
28062;Garganta de los Montes;413;90;21.79
46158;Macastre;1432;312;21.79
41042;Fuentes de Andalucía;7121;1552;21.79
48001;Abadiño;7636;1664;21.79
12049;Costur;532;116;21.8
45204;Yunclillos;812;177;21.8
18164;Puebla de Don Fadrique;2197;479;21.8
17207;Vall d'en Bas, La;3133;683;21.8
6113;Ribera del Fresno;3184;694;21.8
45061;Escalona;3619;789;21.8
10904;Tiétar;839;183;21.81
48067;Muxika;1499;327;21.81
22125;Huesca;52936;11546;21.81
46250;València;792492;172869;21.81
19226;Prádena de Atienza;55;12;21.82
5140;Muñomer del Peco;110;24;21.82
20063;Oiartzun;10240;2234;21.82
49021;Benavente;17102;3731;21.82
4087;Suflí;229;50;21.83
23091;Torres de Albánchez;742;162;21.83
25254;Vilanova de la Barca;1090;238;21.83
39085;Suances;8971;1958;21.83
8085;Font-rubí;1433;313;21.84
46181;Oliva;25448;5559;21.84
1013;Barrundia;888;194;21.85
17214;Vilabertran;993;217;21.85
2079;Villamalea;3908;854;21.85
43167;Vilanova d'Escornalbou;590;129;21.86
14042;Montilla;21980;4805;21.86
20038;Gabiria;503;110;21.87
13902;Ruidera;535;117;21.87
48050;Izurtza;224;49;21.88
34141;Quintana del Puente;256;56;21.88
18103;Ítrabo;987;216;21.88
8134;Figaró-Montmany;1152;252;21.88
48040;Gatika;1609;352;21.88
23019;Campillo de Arenas;1696;371;21.88
41076;Pruna;2532;554;21.88
15058;Oleiros;37247;8148;21.88
48007;Munitibar-Arbatzegi Gerrikaitz;466;102;21.89
38022;Icod de los Vinos;23677;5182;21.89
22232;Torralba de Aragón;105;23;21.9
21003;Almendro, El;840;184;21.9
6042;Cheles;1155;253;21.9
48004;Amoroto;388;85;21.91
34088;Husillos;388;85;21.91
50056;Botorrita;566;124;21.91
40225;Villacastín;1511;331;21.91
20028;Zizurkil;2926;641;21.91
8235;Sant Pol de Mar;5710;1251;21.91
23059;Marmolejo;6555;1436;21.91
15054;Narón;38880;8517;21.91
21022;Castaño del Robledo;219;48;21.92
25204;Seròs;1856;407;21.93
44146;Mata de los Olmos, La;278;61;21.94
44014;Alcorisa;3213;705;21.94
12117;Torreblanca;5596;1228;21.94
8209;Sant Fost de Campsentelles;9035;1982;21.94
3050;Campello, el;29637;6501;21.94
50250;Talamantes;82;18;21.95
8035;Calella;19587;4299;21.95
4081;Santa Fe de Mondújar;501;110;21.96
5076;Fresno, El;592;130;21.96
10905;Pueblonuevo de Miramontes;774;170;21.96
3116;Salinas;1726;379;21.96
14022;Doña Mencía;4481;984;21.96
5019;Ávila;57553;12640;21.96
4051;Huécija;528;116;21.97
28173;Villamanrique de Tajo;796;175;21.98
6148;Valle de Santa Ana;1110;244;21.98
46174;Montesa;1124;247;21.98
2033;Fuente-Álamo;2434;535;21.98
26066;Galilea;391;86;21.99
41032;Cazalla de la Sierra;4634;1019;21.99
15082;Teo;18949;4167;21.99
3009;Alcoi/Alcoy;59138;13005;21.99
47149;San Pelayo;50;11;22
12074;Llosa, la;1000;220;22
45070;Guadamur;1800;396;22
33035;Llanera;13877;3053;22
20018;Azpeitia;14984;3296;22
25058;Borges Blanques, Les;6120;1347;22.01
23041;Higuera de Calatrava;595;131;22.02
25004;Alamús, Els;781;172;22.02
21011;Beas;4327;953;22.02
26020;Ausejo;790;174;22.03
17077;Garriguella;967;213;22.03
42173;Soria;39247;8646;22.03
6115;Roca de la Sierra, La;1425;314;22.04
45062;Escalonilla;1461;322;22.04
37008;Alba de Tormes;5013;1105;22.04
45053;Consuegra;9752;2149;22.04
12020;Barracas;195;43;22.05
23088;Torreperogil;6976;1538;22.05
17118;Palamós;18081;3987;22.05
44121;Gúdar;68;15;22.06
29079;Periana;3309;730;22.06
8044;Capellades;5340;1178;22.06
43010;Alió;512;113;22.07
46198;Potries;1083;239;22.07
31006;Ablitas;2578;569;22.07
45106;Mora;9801;2163;22.07
22074;Campo;462;102;22.08
8110;Malgrat de Mar;18989;4193;22.08
31161;Mañeru;448;99;22.1
44074;Cedrillas;647;143;22.1
17040;Canet d'Adri;733;162;22.1
26160;Uruñuela;973;215;22.1
43051;Cunit;15143;3347;22.1
43158;Vallclara;95;21;22.11
43034;Bràfim;683;151;22.11
45054;Corral de Almaguer;5268;1165;22.11
28016;Atazar, El;104;23;22.12
20054;Lizartza;633;140;22.12
46114;Domeño;678;150;22.12
26089;Logroño;150020;33178;22.12
46037;Alqueria de la Comtessa, l';1505;333;22.13
50129;Jaraba;280;62;22.14
20008;Amezketa;935;207;22.14
29005;Algarrobo;6685;1480;22.14
28117;Prádena del Rincón;149;33;22.15
18185;Ventas de Huelma;650;144;22.15
5172;Niharra;185;41;22.16
45181;Velada;2866;635;22.16
43105;Piles, Les;230;51;22.17
31243;Urroz-Villa;415;92;22.17
38052;Vilaflor de Chasna;1840;408;22.17
8012;Avinyó;2273;504;22.17
29053;Frigiliana;3351;743;22.17
3089;Monòver/Monóvar;12321;2732;22.17
25179;Prullans;266;59;22.18
1009;Asparrena;1596;354;22.18
23055;Linares;53389;11840;22.18
8223;Sant Llorenç Savall;2501;555;22.19
8904;Badia del Vallès;12864;2855;22.19
48063;Mendexa;419;93;22.2
14004;Almedinilla;2315;514;22.2
30040;Ulea;869;193;22.21
2046;Mahora;1481;329;22.21
32075;San Cibrao das Viñas;5637;1252;22.21
16011;Alcohujate;18;4;22.22
31182;Nazar;45;10;22.22
16081;Chumillas;63;14;22.22
9386;Torrecilla del Monte;81;18;22.22
19102;Cubillo de Uceda, El;117;26;22.22
17129;Pedret i Marzà;180;40;22.22
22202;Salas Bajas;189;42;22.22
17121;Palau-sator;315;70;22.22
17082;Guils de Cerdanya;594;132;22.22
17004;Albons;810;180;22.22
17030;Cabanes;936;208;22.22
39041;Mazcuerras;2075;461;22.22
25172;Ponts;2646;588;22.22
44051;Calanda;3704;823;22.22
46105;Cullera;23101;5132;22.22
8131;Montesquiu;1102;245;22.23
23049;Jabalquinto;1943;432;22.23
22245;Velilla de Cinca;490;109;22.24
48042;Gordexola;1673;372;22.24
41078;Puebla de los Infantes, La;2909;647;22.24
6016;Barcarrota;3444;766;22.24
46130;Gavarda;1056;235;22.25
23067;Pegalajar;2809;625;22.25
23075;Sabiote;3802;846;22.25
3070;Formentera del Segura;4576;1018;22.25
37069;Calvarrasa de Abajo;1186;264;22.26
25038;Aitona;2498;556;22.26
36033;Mos;14845;3304;22.26
2052;Motilleja;660;147;22.27
23034;Fuensanta de Martos;3008;670;22.27
22187;Puebla de Castro, La;413;92;22.28
24162;Santovenia de la Valdoncina;2065;460;22.28
17027;Breda;3858;860;22.29
31068;Cascante;3980;887;22.29
46204;Puig de Santa Maria, el;8824;1967;22.29
23065;Orcera;1722;384;22.3
46261;Yátova;2188;488;22.3
45004;Alcabón;753;168;22.31
14901;Fuente Carreteros;1089;243;22.31
28031;Cadalso de los Vidrios;3201;714;22.31
31250;Bera;3783;844;22.31
46102;Quart de Poblet;25167;5616;22.31
18043;Carataunas;233;52;22.32
10901;Rosalejo;1335;298;22.32
44025;Andorra;7092;1583;22.32
37032;Arapiles;721;161;22.33
47114;Peñafiel;5115;1142;22.33
36038;Pontevedra;82828;18497;22.33
48010;Arrieta;573;128;22.34
46129;Fuenterrobles;685;153;22.34
25041;Barbens;926;207;22.35
36055;Tui;17256;3856;22.35
6119;San Pedro de Mérida;881;197;22.36
12060;Figueroles;514;115;22.37
25119;Juneda;3478;778;22.37
17164;Sant Hilari Sacalm;5833;1305;22.37
47051;Ciguñuela;353;79;22.38
6084;Mirandilla;1220;273;22.38
14023;Dos Torres;2382;533;22.38
8064;Castellterçol;2698;604;22.39
31258;Villava/Atarrabia;9947;2227;22.39
8141;Navàs;6080;1362;22.4
7063;Valldemossa;2039;457;22.41
1059;Vitoria-Gasteiz;253672;56852;22.41
16106;Horcajo de Santiago;3671;823;22.42
48065;Ugao-Miraballes;4125;925;22.42
15073;Ribeira;26596;5962;22.42
46209;Rafelguaraf;2318;520;22.43
48095;Zaldibar;2960;664;22.43
40045;Casla;156;35;22.44
40123;Matabuena;205;46;22.44
40040;Cantalejo;3530;792;22.44
20075;Villabona;5752;1291;22.44
46139;Guadassuar;5868;1317;22.44
3018;Altea;23497;5273;22.44
26050;Cirueña;196;44;22.45
50201;Paracuellos de Jiloca;579;130;22.45
3066;Elda;52297;11741;22.45
